區域,餐廳名稱,地址,菜系,電話,圖片,推薦類型
高雄,仙桃素,"鼓山區明倫路496號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    素食",+886 7 522 7700,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/41c05d84cd2e41f19fb2f3d1a7cd8560.jpg,米其林推薦
高雄,永筵小館,"前金區成功一路528號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 966 205 757,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/87f666c8af094612a210e56eca87c084.jpeg,米其林推薦
高雄,貳哥食堂,"鼓山區青海路145號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 554 1123,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/720fb04a195e4d56ac18b374508ccf50.jpeg,必比登推介
高雄,白玉樓,"前鎮區中華五路789號6樓 (夢時代), Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 841 8555,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c95b690315fa4afebdc5c0b14de1f8d6.jpeg,米其林推薦
高雄,蟳之屋,"新興區民生一路93號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    海鮮",+886 7 226 6127,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0eb72ec6e12c4c819e28bd45f30a8cc6.jpeg,米其林推薦
高雄,Papillon,"前鎮區林森四路189號26樓 (承億酒店), Kaohsiung, 806, 臺灣","$$$$
                                    ·
                                

                                
                                    時尚法國菜",+886 7 331 8888,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f6509b15ab22420fb37f121d09d84122.jpeg,米其林推薦
高雄,前金肉燥飯,"前金區大同二路26號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 272 7263,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8a0b96960fa54389b109c4c11b783013.jpeg,必比登推介
高雄,春蘭割包,"新興區復興一路5號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 201 7806,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/dad3bde5192e4cee97a4dc71e8e304a7.jpg,必比登推介
高雄,波記食堂,"苓雅區四維三路162號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 927 719 005,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/61f2a2efbf684a1b9b4d2729feaee326.jpeg,米其林推薦
高雄,Capstone Steakhouse,"鼓山區明華路366號1樓 (水京棧國際酒店), Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    牛排屋",+886 7 555 9682,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/fe599c93206e406880f2d18bd48b419d.jpeg,米其林推薦
高雄,廖記米糕,"橋頭區橋南路119號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 612 8319,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f18292f2bfa24462983fb44fd00cf85c.jpg,必比登推介
高雄,昭明海產家庭料理,"前金區自強一路53號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 241 2550,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8a6d3c0d3ac14ac38859a99057da09fe.jpeg,必比登推介
高雄,Ukai-tei,"前鎮區中山二路199號3樓 (晶英國際行館), Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    鐵板燒",+886 7 973 0122,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0f513dd0162e4c2b85d25d28263aaf7d.jpg,米其林推薦
高雄,台南旺,"前金區六合二路187號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 272 0999,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0527a1a01b60492bb7b6bad5e115538d.jpeg,米其林推薦
高雄,Marc L³,"前金區仁義街231號, Kaohsiung, 80145, 臺灣","$$$
                                    ·
                                

                                
                                    時尚歐陸菜",+886 7 215 2157,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/baa88296cf9942119746be44af41c57f.jpg,米其林推薦
高雄,楊寶寶蒸餃 (朝明路),"楠梓區朝明路106號, Kaohsiung, 814, 臺灣","$
                                    ·
                                

                                
                                    餃子",+886 7 351 6600,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8990fb7e3b7d479a99863c3f8f15f755.jpeg,必比登推介
高雄,老新台菜 (九如二路),"三民區九如二路227號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 313 3077,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/93a8ff0f03ba4f208cce14ba8a6b06e3.jpeg,必比登推介
高雄,鴨肉珍 (五福四路),"鹽埕區五福四路258號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 521 5018,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/50651d181fda479fbb5d9f26f4682c45.jpeg,米其林推薦
高雄,北港蔡三代筒仔米糕 (鹽埕),"鹽埕區河西路166號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 551 7443,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4dfcb80ba29a47e2bac06fa582167698.jpg,必比登推介
高雄,HAILI,"前金區成功一路264-1號2樓, Kaohsiung, 801, 臺灣","$$$
                                    ·
                                

                                
                                    現代菜",+886 7 215 0559,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9e1ab974cb524a1ea17c3ddfe37d7a96.jpeg,米其林一星
高雄,弘記肉燥飯舖,"左營區立文路96號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 558 3777,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1f2711838dba4852977eafc2af268169.jpeg,必比登推介
高雄,雋,"前鎮區復興四路8號, Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    粵菜",+886 7 338 4885,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2ae3e06e26294748b766d746a519209e.jpg,米其林一星
高雄,薩瑪法國小館,"三民區正氣街14號, Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    時尚歐陸菜",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/243d775279e04867b26aa1ec88667284.jpeg,米其林推薦
高雄,福園,"前金區成功一路266號9樓 (漢來大飯店), Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 213 5739,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ca71670134064645b074f4a822e16baa.jpeg,米其林推薦
高雄,CRATAIN,"鼓山區昌盛路306號, Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    時尚歐陸菜",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b4ee9eebf23a4105863ac0340d6c5f01.jpeg,米其林推薦
高雄,侯記鴨肉飯,"三民區自強一路201號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 282 7588,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/71b74bfb6dd54b8e9def02e0158ed16a.jpeg,必比登推介
高雄,秀明豬心冬粉,"旗山區永平街41號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 662 4625,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/5925ef2fc8e24e3e977f958d42b50e13.jpeg,必比登推介
高雄,老爺美食館 (鳳山),"鳳山區海洋一路54-56號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 765 8430,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/42c30087da574b1493d2dede46603f09.jpeg,必比登推介
高雄,Thomas Chien,"前鎮區成功二路11號, Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    時尚法國菜",+886 7 536 9436,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/5b1554460c52432abb6756e70347251f.jpg,米其林推薦
高雄,牛老大涮牛肉 (自強二路),"前金區自強二路18號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 281 9196,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1eca42ae79bc4e8bbdc7deb6df8ff223.jpeg,必比登推介
高雄,海光俱樂部中餐廳,"左營區南大路4號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    江浙菜",+886 7 582 1516,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/6e16f2991865422ea51952ec7c576b76.jpeg,米其林推薦
高雄,鄭家切仔麵,"鹽埕區新樂街201巷5號, Kaohsiung, 803, 臺灣","$
                                    ·
                                

                                
                                    麵食",+886 7 561 0706,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d9b61ef6af1d4e7f9daf5e4f9791e52f.jpeg,米其林推薦
高雄,好蟳屋,"三民區建工路696號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    海鮮",+886 7 386 5699,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e2b6b7eb66304d82987ca346bc321ce6.jpeg,米其林推薦
高雄,Nibbon,"鼓山區龍水二路9號, Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    時尚歐陸菜",+886 7 586 9570,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4b02d53d8b0a4d5bb9ffebcee002654e.jpeg,米其林推薦
高雄,橋仔頭黃家肉燥飯 (橋頭),"橋頭區橋南路106號, Kaohsiung, 825, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 612 3253,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e10ea55c7808415d8e7edd92621e4679.jpeg,必比登推介
高雄,承,"前鎮區中華五路806號2樓, Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    日本菜",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/716be63b56744b38b7afc788232d6c64.jpg,米其林一星
高雄,Apis Grill,"三民區褒揚東街80號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    燒烤",+886 975 079 591,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/717cbabf70824a4dbf65acf2ff20e6e9.jpeg,必比登推介
高雄,弄盞欣悅,"左營區文奇路215號, Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    時尚歐陸菜",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/57f932bccc334cd4b3fb4148f1725e7c.jpg,米其林推薦
高雄,美享地,"鼓山區龍德新路222號11樓 (萬豪酒店), Kaohsiung, 804, 臺灣","$$$
                                    ·
                                

                                
                                    時尚法國菜",+886 7 559 6911,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/97e7f3013be84b7fa0ed2c0931196487.jpg,米其林推薦
高雄,秋,"三民區九如一路815號2F (御盟國際驛館), Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    現代菜",+886 7 974 1218,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/50554200c2da4aae9662005cac99fd67.jpg,米其林推薦
高雄,正宗鴨肉飯,"左營區裕誠路245號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 556 6428,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/458dab86fca04596aca255d67b2842f7.jpeg,必比登推介
高雄,古家海鮮,"左營區德威街55號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    海鮮",+886 7 550 8687,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/46132af81e524d548ff34b510d5db24d.jpg,米其林推薦
高雄,米院子油飯,"新興區南海街30號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 222 6699,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/517a87e93a534c0cbc961bef26fb8a8e.jpg,必比登推介
高雄,阿香的廚房,"美濃區中山路二段629號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 681 7212,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ed0f6885820f46968081e15afae744a5.jpeg,必比登推介
高雄,紅陶上海湯包 (前金),"前金區成功一路266號10樓 (漢來大飯店), Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    餃子",+886 7 213 5751,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/eaa058732c0b4d539bb96866cd908ac9.jpg,米其林推薦
未知,同,"中正區館前路22號2樓 (正旅館藍), Taipei, 臺灣","$$
                                    ·
                                

                                
                                    粵菜, 時尚菜",+886 976 684 366,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/91187013afd547e886b960ad994e9069.jpeg,米其林推薦
高雄,賣塩順,"鼓山區青海路173號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 553 0668,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8dd879617d4e48fc8ae299a3676dc80b.jpeg,必比登推介
高雄,白玉樓,"前鎮區中華五路789號6樓 (夢時代), Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 841 8555,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c95b690315fa4afebdc5c0b14de1f8d6.jpeg,米其林推薦
高雄,白玉樓,"前鎮區中華五路789號6樓 (夢時代), Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 841 8555,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c95b690315fa4afebdc5c0b14de1f8d6.jpeg,米其林推薦
未知,天婦羅 杉村,"中山區樂群二路199號2樓 (中城廣場), Taipei, 臺灣","$$$$
                                    ·
                                

                                
                                    天婦羅",+886 2 8501 1157,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4c9b579489d04189a09081232dd286ea.jpg,米其林推薦
未知,鮨 嘉仁,"中山區吉林路28號, Taipei, 104, 臺灣","$$$$
                                    ·
                                

                                
                                    壽司",+886 2 2581 8999,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c225ae25fa834e87a408fc1d58ff5c05.jpg,米其林推薦
高雄,J Parc,"三民區德興街1號, Kaohsiung, 80751, 臺灣","$$$
                                    ·
                                

                                
                                    創新菜",+886 7 323 0600,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3e459d57773f40fdb2ed0ef11d468b0f.jpg,米其林推薦
高雄,永筵小館,"前金區成功一路528號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 966 205 757,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/87f666c8af094612a210e56eca87c084.jpeg,米其林推薦
高雄,仙桃素,"鼓山區明倫路496號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    素食",+886 7 522 7700,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/41c05d84cd2e41f19fb2f3d1a7cd8560.jpg,米其林推薦
高雄,蟳之屋,"新興區民生一路93號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    海鮮",+886 7 226 6127,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0eb72ec6e12c4c819e28bd45f30a8cc6.jpeg,米其林推薦
高雄,貳哥食堂,"鼓山區青海路145號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 554 1123,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/720fb04a195e4d56ac18b374508ccf50.jpeg,必比登推介
高雄,Papillon,"前鎮區林森四路189號26樓 (承億酒店), Kaohsiung, 806, 臺灣","$$$$
                                    ·
                                

                                
                                    時尚法國菜",+886 7 331 8888,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f6509b15ab22420fb37f121d09d84122.jpeg,米其林推薦
高雄,波記食堂,"苓雅區四維三路162號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 927 719 005,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/61f2a2efbf684a1b9b4d2729feaee326.jpeg,米其林推薦
高雄,春蘭割包,"新興區復興一路5號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 201 7806,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/dad3bde5192e4cee97a4dc71e8e304a7.jpg,必比登推介
高雄,前金肉燥飯,"前金區大同二路26號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 272 7263,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8a0b96960fa54389b109c4c11b783013.jpeg,必比登推介
高雄,廖記米糕,"橋頭區橋南路119號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 612 8319,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f18292f2bfa24462983fb44fd00cf85c.jpg,必比登推介
高雄,昭明海產家庭料理,"前金區自強一路53號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 241 2550,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8a6d3c0d3ac14ac38859a99057da09fe.jpeg,必比登推介
高雄,鯷魚,"前鎮區林森三路116號, Kaohsiung, 806001, 臺灣","$$
                                    ·
                                

                                
                                    時尚歐陸菜",+886 965 829 037,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/cd113d55f3ea4e51805702201ecdee3c.jpeg,米其林推薦
高雄,Ukai-tei,"前鎮區中山二路199號3樓 (晶英國際行館), Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    鐵板燒",+886 7 973 0122,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0f513dd0162e4c2b85d25d28263aaf7d.jpg,米其林推薦
高雄,台南旺,"前金區六合二路187號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 272 0999,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0527a1a01b60492bb7b6bad5e115538d.jpeg,米其林推薦
高雄,Capstone Steakhouse,"鼓山區明華路366號1樓 (水京棧國際酒店), Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    牛排屋",+886 7 555 9682,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/fe599c93206e406880f2d18bd48b419d.jpeg,米其林推薦
高雄,楊寶寶蒸餃 (朝明路),"楠梓區朝明路106號, Kaohsiung, 814, 臺灣","$
                                    ·
                                

                                
                                    餃子",+886 7 351 6600,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8990fb7e3b7d479a99863c3f8f15f755.jpeg,必比登推介
高雄,Marc L³,"前金區仁義街231號, Kaohsiung, 80145, 臺灣","$$$
                                    ·
                                

                                
                                    時尚歐陸菜",+886 7 215 2157,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/baa88296cf9942119746be44af41c57f.jpg,米其林推薦
高雄,老新台菜 (九如二路),"三民區九如二路227號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 313 3077,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/93a8ff0f03ba4f208cce14ba8a6b06e3.jpeg,必比登推介
高雄,北港蔡三代筒仔米糕 (鹽埕),"鹽埕區河西路166號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 551 7443,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4dfcb80ba29a47e2bac06fa582167698.jpg,必比登推介
高雄,雋,"前鎮區復興四路8號, Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    粵菜",+886 7 338 4885,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2ae3e06e26294748b766d746a519209e.jpg,米其林一星
高雄,HAILI,"前金區成功一路264-1號2樓, Kaohsiung, 801, 臺灣","$$$
                                    ·
                                

                                
                                    現代菜",+886 7 215 0559,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9e1ab974cb524a1ea17c3ddfe37d7a96.jpeg,米其林一星
高雄,鴨肉珍 (五福四路),"鹽埕區五福四路258號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 521 5018,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/50651d181fda479fbb5d9f26f4682c45.jpeg,米其林推薦
高雄,薩瑪法國小館,"三民區正氣街14號, Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    時尚歐陸菜",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/243d775279e04867b26aa1ec88667284.jpeg,米其林推薦
高雄,福園,"前金區成功一路266號9樓 (漢來大飯店), Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 213 5739,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ca71670134064645b074f4a822e16baa.jpeg,米其林推薦
高雄,弘記肉燥飯舖,"左營區立文路96號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 558 3777,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1f2711838dba4852977eafc2af268169.jpeg,必比登推介
高雄,CRATAIN,"鼓山區昌盛路306號, Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    時尚歐陸菜",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b4ee9eebf23a4105863ac0340d6c5f01.jpeg,米其林推薦
高雄,Thomas Chien,"前鎮區成功二路11號, Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    時尚法國菜",+886 7 536 9436,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/5b1554460c52432abb6756e70347251f.jpg,米其林推薦
高雄,侯記鴨肉飯,"三民區自強一路201號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 282 7588,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/71b74bfb6dd54b8e9def02e0158ed16a.jpeg,必比登推介
高雄,牛老大涮牛肉 (自強二路),"前金區自強二路18號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 281 9196,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1eca42ae79bc4e8bbdc7deb6df8ff223.jpeg,必比登推介
高雄,老爺美食館 (鳳山),"鳳山區海洋一路54-56號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 765 8430,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/42c30087da574b1493d2dede46603f09.jpeg,必比登推介
高雄,海光俱樂部中餐廳,"左營區南大路4號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    江浙菜",+886 7 582 1516,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/6e16f2991865422ea51952ec7c576b76.jpeg,米其林推薦
高雄,秀明豬心冬粉,"旗山區永平街41號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 662 4625,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/5925ef2fc8e24e3e977f958d42b50e13.jpeg,必比登推介
高雄,鄭家切仔麵,"鹽埕區新樂街201巷5號, Kaohsiung, 803, 臺灣","$
                                    ·
                                

                                
                                    麵食",+886 7 561 0706,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d9b61ef6af1d4e7f9daf5e4f9791e52f.jpeg,米其林推薦
高雄,Nibbon,"鼓山區龍水二路9號, Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    時尚歐陸菜",+886 7 586 9570,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4b02d53d8b0a4d5bb9ffebcee002654e.jpeg,米其林推薦
高雄,美享地,"鼓山區龍德新路222號11樓 (萬豪酒店), Kaohsiung, 804, 臺灣","$$$
                                    ·
                                

                                
                                    時尚法國菜",+886 7 559 6911,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/97e7f3013be84b7fa0ed2c0931196487.jpg,米其林推薦
高雄,好蟳屋,"三民區建工路696號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    海鮮",+886 7 386 5699,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e2b6b7eb66304d82987ca346bc321ce6.jpeg,米其林推薦
高雄,承,"前鎮區中華五路806號2樓, Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    日本菜",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/716be63b56744b38b7afc788232d6c64.jpg,米其林一星
高雄,弄盞欣悅,"左營區文奇路215號, Kaohsiung, 臺灣","$$$$
                                    ·
                                

                                
                                    時尚歐陸菜",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/57f932bccc334cd4b3fb4148f1725e7c.jpg,米其林推薦
高雄,橋仔頭黃家肉燥飯 (橋頭),"橋頭區橋南路106號, Kaohsiung, 825, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 612 3253,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e10ea55c7808415d8e7edd92621e4679.jpeg,必比登推介
高雄,Apis Grill,"三民區褒揚東街80號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    燒烤",+886 975 079 591,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/717cbabf70824a4dbf65acf2ff20e6e9.jpeg,必比登推介
高雄,秋,"三民區九如一路815號2F (御盟國際驛館), Kaohsiung, 臺灣","$$$
                                    ·
                                

                                
                                    現代菜",+886 7 974 1218,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/50554200c2da4aae9662005cac99fd67.jpg,米其林推薦
高雄,古家海鮮,"左營區德威街55號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    海鮮",+886 7 550 8687,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/46132af81e524d548ff34b510d5db24d.jpg,米其林推薦
高雄,正宗鴨肉飯,"左營區裕誠路245號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 556 6428,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/458dab86fca04596aca255d67b2842f7.jpeg,必比登推介
高雄,賣塩順,"鼓山區青海路173號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 553 0668,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8dd879617d4e48fc8ae299a3676dc80b.jpeg,必比登推介
高雄,阿香的廚房,"美濃區中山路二段629號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 681 7212,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ed0f6885820f46968081e15afae744a5.jpeg,必比登推介
高雄,米院子油飯,"新興區南海街30號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 222 6699,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/517a87e93a534c0cbc961bef26fb8a8e.jpg,必比登推介
高雄,紅陶上海湯包 (前金),"前金區成功一路266號10樓 (漢來大飯店), Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    餃子",+886 7 213 5751,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/eaa058732c0b4d539bb96866cd908ac9.jpg,米其林推薦
未知,同,"中正區館前路22號2樓 (正旅館藍), Taipei, 臺灣","$$
                                    ·
                                

                                
                                    粵菜, 時尚菜",+886 976 684 366,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/91187013afd547e886b960ad994e9069.jpeg,米其林推薦
未知,鮨 嘉仁,"中山區吉林路28號, Taipei, 104, 臺灣","$$$$
                                    ·
                                

                                
                                    壽司",+886 2 2581 8999,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c225ae25fa834e87a408fc1d58ff5c05.jpg,米其林推薦
未知,天婦羅 杉村,"中山區樂群二路199號2樓 (中城廣場), Taipei, 臺灣","$$$$
                                    ·
                                

                                
                                    天婦羅",+886 2 8501 1157,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4c9b579489d04189a09081232dd286ea.jpg,米其林推薦
